model,brand,company,year,price,engine,horsepower,fuelcons,clearance,trunk,body,country,quantity,body1,body2,body3,body4,russia,price_adj,tariff,comp_id,share,sumshare,logshare,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,brand_id,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup,mc,margins,counter_tariff
Niva,Chevrolet,General Motors,2017,608000,1.7,80,10.8,200,320,SUV,Russia,31212,1,0,0,0,1,439653.13,0,2,.0031212,.096781999,-5.6677465,0,1,0,0,0,0,0,0,0,41.200001,4.7683717e-08,37.799999,2708,0,2548,179.60001,1.9073487e-07,158,4450,0,4050,11561,0,10921,1,-5.7690411,1.95924,1,.0031212,608000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,1.0057861e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310324.44,297675.56,.51040202,0
Creta,Hyundai,Hyundai Motor,2017,819900,1.6,123,7,190,402,SUV,Russia,55305,1,0,0,0,1,592881,0,4,.0055304999,.096781999,-5.095686,0,0,1,0,0,0,0,0,0,41.200001,4.8000002,33.200001,2708,350,2112,179.60001,19.4,146.20001,4450,502,3568,11561,1451,9306,5,-5.2850132,2.6356883,2,.0055304999,819900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,1.7778600e-08,-1.2266448e-10,-1.7285547e-10,-4.3998243e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316976.41,502923.59,.38660374,0
Solaris,Hyundai,Hyundai Motor,2017,654900,1.4,100,5.7,160,480,sedan,Russia,68614,0,0,1,0,1,473567.22,0,4,.0068613999,.096781999,-4.8800526,0,0,1,0,0,0,0,0,0,41.200001,5,33.400002,2708,373,2135,179.60001,20.699999,147.5,4450,532,3598,11561,1373,9228,5,-5.2502503,2.1024542,3,.0068613999,654900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-1.2266448e-10,2.2027452e-08,-2.1445268e-10,-5.4586301e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316976.44,337923.56,.48400739,0
Rio,Kia,Hyundai Motor,2017,694900,1.4,100,5.7,160,480,sedan,Russia,96689,0,0,1,0,1,502491.72,0,4,.0096688997,.096781999,-4.5370493,0,0,1,0,0,0,0,0,0,41.200001,5,33.400002,2708,373,2135,179.60001,20.699999,147.5,4450,532,3598,11561,1373,9228,6,-5.3795514,2.2245615,4,.0096688997,694900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-1.7285547e-10,-2.1445268e-10,3.0952744e-08,-7.6921546e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316976.44,377923.56,.45614684,0
Sportage,Kia,Hyundai Motor,2017,1269900,2,150,8,182,491,SUV,?,24611,1,0,0,0,0,918282.19,.25,4,.0024611,.096781999,-5.9053555,0,0,1,0,0,0,0,0,0,41.200001,4.4000001,32.799999,2708,323,2085,179.60001,18.4,145.20001,4450,510,3576,11561,1362,9217,6,-6.3145337,4.0948787,5,.00196888,1015920,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-4.3998243e-11,-5.4586301e-11,-7.6921546e-11,7.9359843e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255105.25,760814.75,.2008861,.30000001
Cx-5,Mazda,Mazda Motor Corporation,2017,1445000,2,150,6.8,192,442,SUV,Russia,18723,1,0,0,0,1,1044899.4,0,5,.0018723001,.096781999,-6.1787963,0,0,0,1,0,0,0,0,0,41.200001,0,37.200001,2708,0,2408,179.60001,1.9073487e-07,166,4450,0,4066,11561,0,10677,8,-6.5263853,4.662251,6,.0018723001,1445000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,6.0409220e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309936.16,1135063.9,.21448869,0
on-do,Datsun,Renault Group,2017,493000,1.6,87,7,174,530,sedan,Russia,19712,0,0,1,0,1,356495.06,0,7,.0019712001,.096781999,-6.1273212,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,89.5,76.100006,4450,2157,1945,11561,5160,5341,3,-5.254365,1.5904927,7,.0019712001,493000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,6.3593903e-09,-1.8536641e-11,-5.9696255e-11,-1.2736891e-11,-2.1410393e-11,-4.9249445e-11,-2.1230703e-11,-1.2885995e-11,-1.3142786e-11,-2.7926984e-11,-1.9731383e-11,-1.9523657e-11,-1.9249663e-11,0,0,0,0,0,0,325062.25,167937.75,.65935546,0
4x4,Lada,Renault Group,2017,483900,1.7,83,9.9,205,265,SUV,Russia,29091,1,0,0,0,1,349914.75,0,7,.0029090999,.096781999,-5.7381201,0,0,0,0,0,1,0,0,0,41.200001,19.199999,18.6,2708,1211,1331,179.60001,86.599998,73.200005,4450,2126,1914,11561,5425,5606,7,-5.7786741,1.5596676,8,.0029090999,483900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.8536641e-11,9.3763770e-09,-8.8099826e-11,-1.8797124e-11,-3.1597485e-11,-7.2682402e-11,-3.1332301e-11,-1.9017170e-11,-1.9396143e-11,-4.1214681e-11,-2.9119603e-11,-2.8813040e-11,-2.8408680e-11,0,0,0,0,0,0,325062.28,158837.72,.67175508,0
Granta,Lada,Renault Group,2017,409900,1.6,87,6.6,160,520,sedan,Russia,93686,0,0,1,0,1,296404.31,0,7,.0093686003,.096781999,-4.5686002,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,89.900002,76.500008,4450,2171,1959,11561,5170,5351,7,-5.0221062,1.3125979,9,.0093686003,409900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-5.9696255e-11,-8.8099826e-11,3.0000500e-08,-6.0535126e-11,-1.0175801e-10,-2.3406976e-10,-1.0090399e-10,-6.1243774e-11,-6.2464235e-11,-1.3272967e-10,-9.3778117e-11,-9.2790851e-11,-9.1488629e-11,0,0,0,0,0,0,325062.25,84837.75,.79302818,0
Kalina,Lada,Renault Group,2017,475200,1.6,87,7,145,355,universal,Russia,19989,0,0,0,1,1,343623.63,0,7,.0019989,.096781999,-6.1133671,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,89.5,76.100006,4450,2186,1974,11561,5335,5516,7,-5.4907537,1.5330247,10,.0019989,475200,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.2736891e-11,-1.8797124e-11,-6.0535126e-11,6.4485750e-09,-2.1711256e-11,-4.9941509e-11,-2.1529042e-11,-1.3067073e-11,-1.3327472e-11,-2.8319421e-11,-2.0008653e-11,-1.9798009e-11,-1.9520163e-11,0,0,0,0,0,0,325062.28,150137.72,.6840536,0
Largus,Lada,Renault Group,2017,554900,1.6,87,8.199999999999999,145,560,universal,Russia,33601,0,0,0,1,1,401255.81,0,7,.0033601001,.096781999,-5.5939932,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,88.300003,74.900009,4450,2186,1974,11561,5130,5311,7,-5.4196496,1.7877002,11,.0033601001,554900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-2.1410393e-11,-3.1597485e-11,-1.0175801e-10,-2.1711256e-11,1.0825106e-08,-8.3950409e-11,-3.6189773e-11,-2.1965417e-11,-2.2403142e-11,-4.7604230e-11,-3.3634040e-11,-3.3279952e-11,-3.2812902e-11,0,0,0,0,0,0,325062.25,229837.75,.58580327,0
Vesta,Lada,Renault Group,2017,569900,1.6,106,6.9,178,480,sedan,Russia,77291,0,0,1,0,1,412102.5,0,7,.0077291001,.096781999,-4.7609715,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1188,1308,179.60001,89.599998,76.200005,4450,2153,1941,11561,5210,5391,7,-4.942245,1.8279765,12,.0077291001,569900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-4.9249445e-11,-7.2682402e-11,-2.3406976e-10,-4.9941509e-11,-8.3950409e-11,2.4791390e-08,-8.3245848e-11,-5.0526146e-11,-5.1533028e-11,-1.0950205e-10,-7.7366995e-11,-7.6552500e-11,-7.5478165e-11,0,0,0,0,0,0,325062.25,244837.75,.57038474,0
Xray,Lada,Renault Group,2017,599900,1.6,106,7.2,195,361,hatchback,Russia,33319,0,1,0,0,1,433795.88,0,7,.0033319001,.096781999,-5.6024213,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1188,1308,179.60001,89.300003,75.900009,4450,2136,1924,11561,5329,5510,7,-5.195683,1.9327296,13,.0033319001,599900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-2.1230703e-11,-3.1332301e-11,-1.0090399e-10,-2.1529042e-11,-3.6189773e-11,-8.3245848e-11,1.0734559e-08,-2.1781070e-11,-2.2215122e-11,-4.7204705e-11,-3.3351762e-11,-3.3000644e-11,-3.2537514e-11,0,0,0,0,0,0,325062.28,274837.72,.54186076,0
Qashqai,Nissan,Renault Group,2017,1244000,1.2,115,6.2,200,430,SUV,Russia,20223,1,0,0,0,1,899553.56,0,7,.0020222999,.096781999,-6.1017284,0,0,0,0,0,1,0,0,0,41.200001,19.699999,19.1,2708,1179,1299,179.60001,90.300003,76.900009,4450,2131,1919,11561,5260,5441,10,-6.4775887,4.0131269,14,.0020222999,1244000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.2885995e-11,-1.9017170e-11,-6.1243774e-11,-1.3067073e-11,-2.1965417e-11,-5.0526146e-11,-2.1781070e-11,6.5239121e-09,-1.3483489e-11,-2.8650941e-11,-2.0242884e-11,-2.0029773e-11,-1.9748675e-11,0,0,0,0,0,0,325062.25,918937.75,.26130405,0
X-trail,Nissan,Renault Group,2017,1529000,2,144,8.300000000000001,210,497,SUV,Russia,20626,1,0,0,0,1,1105640.9,0,7,.0020626001,.096781999,-6.0819964,0,0,0,0,0,1,0,0,0,41.200001,18.9,18.300001,2708,1150,1270,179.60001,88.199997,74.800003,4450,2121,1909,11561,5193,5374,10,-7.1007671,4.9323339,15,.0020626001,1529000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.3142786e-11,-1.9396143e-11,-6.2464235e-11,-1.3327472e-11,-2.2403142e-11,-5.1533028e-11,-2.2215122e-11,-1.3483489e-11,6.6536510e-09,-2.9221892e-11,-2.0646282e-11,-2.0428924e-11,-2.0142225e-11,0,0,0,0,0,0,325062.25,1203937.8,.21259794,0
Duster,Renault,Renault Group,2017,689000,1.6,114,7.4,205,475,SUV,Russia,43828,1,0,0,0,1,498225.41,0,7,.0043827998,.096781999,-5.3282762,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1180,1300,179.60001,89.099998,75.700005,4450,2126,1914,11561,5215,5396,12,-5.0314708,2.2174473,16,.0043827998,689000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-2.7926984e-11,-4.1214681e-11,-1.3272967e-10,-2.8319421e-11,-4.7604230e-11,-1.0950205e-10,-4.7204705e-11,-2.8650941e-11,-2.9221892e-11,1.4105410e-08,-4.3871091e-11,-4.3409231e-11,-4.2800027e-11,0,0,0,0,0,0,325062.25,363937.75,.47178847,0
Kaptur,Renault,Renault Group,2017,934000,1.6,114,7.4,204,387,SUV,Russia,30966,1,0,0,0,1,675388.25,0,7,.0030966001,.096781999,-5.6756592,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1180,1300,179.60001,89.099998,75.700005,4450,2127,1915,11561,5303,5484,12,-5.9570317,3.0098276,17,.0030966001,934000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.9731383e-11,-2.9119603e-11,-9.3778117e-11,-2.0008653e-11,-3.3634040e-11,-7.7366995e-11,-3.3351762e-11,-2.0242884e-11,-2.0646282e-11,-4.3871091e-11,9.9788355e-09,-3.0670126e-11,-3.0239703e-11,0,0,0,0,0,0,325062.28,608937.75,.34803241,0
Logan,Renault,Renault Group,2017,534000,1.6,82,7.2,155,510,sedan,Russia,30640,0,0,1,0,1,386142.75,0,7,.003064,.096781999,-5.6862426,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1212,1332,179.60001,89.300003,75.900009,4450,2176,1964,11561,5180,5361,12,-5.6002817,1.7208786,18,.003064,534000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.9523657e-11,-2.8813040e-11,-9.2790851e-11,-1.9798009e-11,-3.3279952e-11,-7.6552500e-11,-3.3000644e-11,-2.0029773e-11,-2.0428924e-11,-4.3409231e-11,-3.0670126e-11,9.8741051e-09,-2.9921350e-11,0,0,0,0,0,0,325062.25,208937.75,.60873079,0
Sandero,Renault,Renault Group,2017,534000,1.6,82,7.2,155,320,hatchback,Russia,30210,0,1,0,0,1,386142.75,0,7,.003021,.096781999,-5.700376,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1212,1332,179.60001,89.300003,75.900009,4450,2176,1964,11561,5370,5551,12,-5.8864617,1.7209527,19,.003021,534000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.9249663e-11,-2.8408680e-11,-9.1488629e-11,-1.9520163e-11,-3.2812902e-11,-7.5478165e-11,-3.2537514e-11,-1.9748675e-11,-2.0142225e-11,-4.2800027e-11,-3.0239703e-11,-2.9921350e-11,9.7359516e-09,0,0,0,0,0,0,325062.28,208937.72,.60873085,0
Camry,Toyota,Toyota Group,2017,1407000,2,150,7.2,160,506,sedan,Russia,28199,0,0,1,0,1,1017421.1,0,9,.0028198999,.096781999,-5.7692623,0,0,0,0,0,0,1,0,0,41.200001,2,35.200001,2708,146,2262,179.60001,7.4000006,157.8,4450,197,3933,11561,577,9972,14,-5.9942479,4.5353351,20,.0028198999,1407000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0896881e-09,-3.0017901e-11,0,0,0,0,311053.56,1095946.5,.22107574,0
Rav 4,Toyota,Toyota Group,2017,1496000,2,146,7.4,197,577,SUV,?,32931,1,0,0,0,0,1081778.1,.25,9,.0032931,.096781999,-5.6141348,0,0,0,0,0,0,1,0,0,41.200001,2,35.200001,2708,150,2266,179.60001,7.2000003,157.60001,4450,160,3896,11561,506,9901,14,-6.4761915,4.8199301,21,.0026344801,1196800,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0017901e-11,1.0609968e-08,0,0,0,0,249182.41,947617.63,.16656578,.30000001
Octavia a7,Skoda,Volkswagen AG,2017,999000,1.6,110,6.4,155,568,hatchback,Russia,22648,0,1,0,0,1,722390.63,0,11,.0022648,.096781999,-5.9884777,0,0,0,0,0,0,0,0,1,41.200001,4.5999999,33.400002,2708,305,2183,179.60001,18.1,148.70001,4450,523,3617,11561,1605,8820,13,-5.8762436,3.2219772,22,.0022648,999000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3044384e-09,-2.1556741e-11,-3.5576493e-11,-2.0254333e-11,313378.19,685621.81,.31369188,0
Rapid,Skoda,Volkswagen AG,2017,646000,1.6,90,5.8,170,530,hatchback,Russia,29445,0,1,0,0,1,467131.47,0,11,.0029445,.096781999,-5.7260251,0,0,0,0,0,0,0,0,1,41.200001,4.5999999,33.400002,2708,325,2203,179.60001,18.700001,149.3,4450,508,3602,11561,1643,8858,13,-5.4535179,2.0820615,23,.0029445,646000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1556741e-11,9.4901393e-09,-4.6253525e-11,-2.6332957e-11,313378.16,332621.84,.48510551,0
Polo,Volkswagen,Volkswagen AG,2017,599900,1.6,90,5.8,163,460,sedan,Russia,48595,0,0,1,0,1,433795.88,0,11,.0048595001,.096781999,-5.2250285,0,0,0,0,0,0,0,0,1,41.200001,4.5999999,33.400002,2708,325,2203,179.60001,18.700001,149.3,4450,515,3609,11561,1713,8928,16,-5.4172568,1.9297674,24,.0048595001,599900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5576493e-11,-4.6253525e-11,1.5632112e-08,-4.3458993e-11,313378.19,286521.81,.52238405,0
Tiguan,Volkswagen,Volkswagen AG,2017,1459000,1.4,125,6.5,190,615,SUV,Russia,27666,1,0,0,0,1,1055023,0,11,.0027666001,.096781999,-5.7883449,0,0,0,0,0,0,0,0,1,41.200001,4.7999997,33.600002,2708,290,2168,179.60001,18,148.60001,4450,488,3582,11561,1558,8773,16,-6.5502243,4.7032037,25,.0027666001,1459000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0254333e-11,-2.6332957e-11,-4.3458993e-11,8.9183576e-09,313378.19,1145621.8,.2147897,0
